indicator,country,code,Year,Value
Prevalence of overweight (% of adults),Syrian Arab Republic,SYR,1992,55.69
Prevalence of overweight (% of adults),Syrian Arab Republic,SYR,1991,54.94
Prevalence of overweight (% of adults),Syrian Arab Republic,SYR,1990,54.19
Prevalence of overweight (% of adults),Tajikistan,TJK,2022,58.85
Prevalence of overweight (% of adults),Tajikistan,TJK,2021,57.98
Prevalence of overweight (% of adults),Tajikistan,TJK,2020,57.11
Prevalence of overweight (% of adults),Tajikistan,TJK,2019,56.24
Prevalence of overweight (% of adults),Tajikistan,TJK,2018,55.35
Prevalence of overweight (% of adults),Tajikistan,TJK,2017,54.45
Prevalence of overweight (% of adults),Tajikistan,TJK,2016,53.54
Prevalence of overweight (% of adults),Tajikistan,TJK,2015,52.6
Prevalence of overweight (% of adults),Tajikistan,TJK,2014,51.64
Prevalence of overweight (% of adults),Tajikistan,TJK,2013,50.68
Prevalence of overweight (% of adults),Tajikistan,TJK,2012,49.7
Prevalence of overweight (% of adults),Tajikistan,TJK,2011,48.72
Prevalence of overweight (% of adults),Tajikistan,TJK,2010,47.74
Prevalence of overweight (% of adults),Tajikistan,TJK,2009,46.75
Prevalence of overweight (% of adults),Tajikistan,TJK,2008,45.76
Prevalence of overweight (% of adults),Tajikistan,TJK,2007,44.78
Prevalence of overweight (% of adults),Tajikistan,TJK,2006,43.8
Prevalence of overweight (% of adults),Tajikistan,TJK,2005,42.85
Prevalence of overweight (% of adults),Tajikistan,TJK,2004,41.91
Prevalence of overweight (% of adults),Tajikistan,TJK,2003,40.99
Prevalence of overweight (% of adults),Tajikistan,TJK,2002,40.11
Prevalence of overweight (% of adults),Tajikistan,TJK,2001,39.25
Prevalence of overweight (% of adults),Tajikistan,TJK,2000,38.42
Prevalence of overweight (% of adults),Tajikistan,TJK,1999,37.62
Prevalence of overweight (% of adults),Tajikistan,TJK,1998,36.84
Prevalence of overweight (% of adults),Tajikistan,TJK,1997,36.09
Prevalence of overweight (% of adults),Tajikistan,TJK,1996,35.37
Prevalence of overweight (% of adults),Tajikistan,TJK,1995,34.68
Prevalence of overweight (% of adults),Tajikistan,TJK,1994,34.02
Prevalence of overweight (% of adults),Tajikistan,TJK,1993,33.4
Prevalence of overweight (% of adults),Tajikistan,TJK,1992,32.79
Prevalence of overweight (% of adults),Tajikistan,TJK,1991,32.19
Prevalence of overweight (% of adults),Tajikistan,TJK,1990,31.59
Prevalence of overweight (% of adults),Tanzania,TZA,2022,32.24
Prevalence of overweight (% of adults),Tanzania,TZA,2021,31.35
Prevalence of overweight (% of adults),Tanzania,TZA,2020,30.47
Prevalence of overweight (% of adults),Tanzania,TZA,2019,29.61
Prevalence of overweight (% of adults),Tanzania,TZA,2018,28.78
Prevalence of overweight (% of adults),Tanzania,TZA,2017,27.97
Prevalence of overweight (% of adults),Tanzania,TZA,2016,27.16
Prevalence of overweight (% of adults),Tanzania,TZA,2015,26.37
Prevalence of overweight (% of adults),Tanzania,TZA,2014,25.61
Prevalence of overweight (% of adults),Tanzania,TZA,2013,24.86
Prevalence of overweight (% of adults),Tanzania,TZA,2012,24.13
Prevalence of overweight (% of adults),Tanzania,TZA,2011,23.42
Prevalence of overweight (% of adults),Tanzania,TZA,2010,22.71
Prevalence of overweight (% of adults),Tanzania,TZA,2009,22.02
Prevalence of overweight (% of adults),Tanzania,TZA,2008,21.34
Prevalence of overweight (% of adults),Tanzania,TZA,2007,20.64
Prevalence of overweight (% of adults),Tanzania,TZA,2006,19.95
Prevalence of overweight (% of adults),Tanzania,TZA,2005,19.26
Prevalence of overweight (% of adults),Tanzania,TZA,2004,18.57
Prevalence of overweight (% of adults),Tanzania,TZA,2003,17.89
Prevalence of overweight (% of adults),Tanzania,TZA,2002,17.22
Prevalence of overweight (% of adults),Tanzania,TZA,2001,16.58
Prevalence of overweight (% of adults),Tanzania,TZA,2000,15.95
Prevalence of overweight (% of adults),Tanzania,TZA,1999,15.35
Prevalence of overweight (% of adults),Tanzania,TZA,1998,14.77
Prevalence of overweight (% of adults),Tanzania,TZA,1997,14.21
Prevalence of overweight (% of adults),Tanzania,TZA,1996,13.69
Prevalence of overweight (% of adults),Tanzania,TZA,1995,13.19
Prevalence of overweight (% of adults),Tanzania,TZA,1994,12.72
Prevalence of overweight (% of adults),Tanzania,TZA,1993,12.26
Prevalence of overweight (% of adults),Tanzania,TZA,1992,11.83
Prevalence of overweight (% of adults),Tanzania,TZA,1991,11.4
Prevalence of overweight (% of adults),Tanzania,TZA,1990,10.99
Prevalence of overweight (% of adults),Thailand,THA,2022,45.68
Prevalence of overweight (% of adults),Thailand,THA,2021,44.64
Prevalence of overweight (% of adults),Thailand,THA,2020,43.6
Prevalence of overweight (% of adults),Thailand,THA,2019,42.58
Prevalence of overweight (% of adults),Thailand,THA,2018,41.57
Prevalence of overweight (% of adults),Thailand,THA,2017,40.57
Prevalence of overweight (% of adults),Thailand,THA,2016,39.57
Prevalence of overweight (% of adults),Thailand,THA,2015,38.58
Prevalence of overweight (% of adults),Thailand,THA,2014,37.6
Prevalence of overweight (% of adults),Thailand,THA,2013,36.65
Prevalence of overweight (% of adults),Thailand,THA,2012,35.72
Prevalence of overweight (% of adults),Thailand,THA,2011,34.82
Prevalence of overweight (% of adults),Thailand,THA,2010,33.94
Prevalence of overweight (% of adults),Thailand,THA,2009,33.08
Prevalence of overweight (% of adults),Thailand,THA,2008,32.23
Prevalence of overweight (% of adults),Thailand,THA,2007,31.4
Prevalence of overweight (% of adults),Thailand,THA,2006,30.57
Prevalence of overweight (% of adults),Thailand,THA,2005,29.75
Prevalence of overweight (% of adults),Thailand,THA,2004,28.96
Prevalence of overweight (% of adults),Thailand,THA,2003,28.18
Prevalence of overweight (% of adults),Thailand,THA,2002,27.42
Prevalence of overweight (% of adults),Thailand,THA,2001,26.66
Prevalence of overweight (% of adults),Thailand,THA,2000,25.9
Prevalence of overweight (% of adults),Thailand,THA,1999,25.14
Prevalence of overweight (% of adults),Thailand,THA,1998,24.37
Prevalence of overweight (% of adults),Thailand,THA,1997,23.6
Prevalence of overweight (% of adults),Thailand,THA,1996,22.82
Prevalence of overweight (% of adults),Thailand,THA,1995,22.05
Prevalence of overweight (% of adults),Thailand,THA,1994,21.28
Prevalence of overweight (% of adults),Thailand,THA,1993,20.51
Prevalence of overweight (% of adults),Thailand,THA,1992,19.76
Prevalence of overweight (% of adults),Thailand,THA,1991,19.01
Prevalence of overweight (% of adults),Thailand,THA,1990,18.28
Prevalence of overweight (% of adults),Timor-Leste,TLS,2022,14.37
Prevalence of overweight (% of adults),Timor-Leste,TLS,2021,13.71
Prevalence of overweight (% of adults),Timor-Leste,TLS,2020,13.08
Prevalence of overweight (% of adults),Timor-Leste,TLS,2019,12.47
Prevalence of overweight (% of adults),Timor-Leste,TLS,2018,11.89
Prevalence of overweight (% of adults),Timor-Leste,TLS,2017,11.33
Prevalence of overweight (% of adults),Timor-Leste,TLS,2016,10.79
Prevalence of overweight (% of adults),Timor-Leste,TLS,2015,10.27
Prevalence of overweight (% of adults),Timor-Leste,TLS,2014,9.77
Prevalence of overweight (% of adults),Timor-Leste,TLS,2013,9.3
Prevalence of overweight (% of adults),Timor-Leste,TLS,2012,8.86
Prevalence of overweight (% of adults),Timor-Leste,TLS,2011,8.44
Prevalence of overweight (% of adults),Timor-Leste,TLS,2010,8.06
Prevalence of overweight (% of adults),Timor-Leste,TLS,2009,7.72
Prevalence of overweight (% of adults),Timor-Leste,TLS,2008,7.39
Prevalence of overweight (% of adults),Timor-Leste,TLS,2007,7.08
Prevalence of overweight (% of adults),Timor-Leste,TLS,2006,6.79
Prevalence of overweight (% of adults),Timor-Leste,TLS,2005,6.52
Prevalence of overweight (% of adults),Timor-Leste,TLS,2004,6.26
Prevalence of overweight (% of adults),Timor-Leste,TLS,2003,6.01
Prevalence of overweight (% of adults),Timor-Leste,TLS,2002,5.77
Prevalence of overweight (% of adults),Timor-Leste,TLS,2001,5.54
Prevalence of overweight (% of adults),Timor-Leste,TLS,2000,5.32
Prevalence of overweight (% of adults),Timor-Leste,TLS,1999,5.12
Prevalence of overweight (% of adults),Timor-Leste,TLS,1998,4.92
Prevalence of overweight (% of adults),Timor-Leste,TLS,1997,4.73
Prevalence of overweight (% of adults),Timor-Leste,TLS,1996,4.55
Prevalence of overweight (% of adults),Timor-Leste,TLS,1995,4.37
Prevalence of overweight (% of adults),Timor-Leste,TLS,1994,4.21
Prevalence of overweight (% of adults),Timor-Leste,TLS,1993,4.05
Prevalence of overweight (% of adults),Timor-Leste,TLS,1992,3.9
Prevalence of overweight (% of adults),Timor-Leste,TLS,1991,3.76
Prevalence of overweight (% of adults),Timor-Leste,TLS,1990,3.63
Prevalence of overweight (% of adults),Togo,TGO,2022,31
Prevalence of overweight (% of adults),Togo,TGO,2021,30.18
Prevalence of overweight (% of adults),Togo,TGO,2020,29.37
Prevalence of overweight (% of adults),Togo,TGO,2019,28.59
Prevalence of overweight (% of adults),Togo,TGO,2018,27.82
Prevalence of overweight (% of adults),Togo,TGO,2017,27.09
Prevalence of overweight (% of adults),Togo,TGO,2016,26.38
Prevalence of overweight (% of adults),Togo,TGO,2015,25.69
Prevalence of overweight (% of adults),Togo,TGO,2014,25.03
Prevalence of overweight (% of adults),Togo,TGO,2013,24.39
Prevalence of overweight (% of adults),Togo,TGO,2012,23.77
Prevalence of overweight (% of adults),Togo,TGO,2011,23.15
Prevalence of overweight (% of adults),Togo,TGO,2010,22.49
Prevalence of overweight (% of adults),Togo,TGO,2009,21.8
Prevalence of overweight (% of adults),Togo,TGO,2008,21.07
Prevalence of overweight (% of adults),Togo,TGO,2007,20.3
Prevalence of overweight (% of adults),Togo,TGO,2006,19.49
Prevalence of overweight (% of adults),Togo,TGO,2005,18.67
Prevalence of overweight (% of adults),Togo,TGO,2004,17.83
Prevalence of overweight (% of adults),Togo,TGO,2003,16.98
Prevalence of overweight (% of adults),Togo,TGO,2002,16.14
Prevalence of overweight (% of adults),Togo,TGO,2001,15.32
Prevalence of overweight (% of adults),Togo,TGO,2000,14.52
Prevalence of overweight (% of adults),Togo,TGO,1999,13.76
Prevalence of overweight (% of adults),Togo,TGO,1998,13.03
Prevalence of overweight (% of adults),Togo,TGO,1997,12.34
Prevalence of overweight (% of adults),Togo,TGO,1996,11.69
Prevalence of overweight (% of adults),Togo,TGO,1995,11.09
Prevalence of overweight (% of adults),Togo,TGO,1994,10.52
Prevalence of overweight (% of adults),Togo,TGO,1993,9.99
Prevalence of overweight (% of adults),Togo,TGO,1992,9.48
Prevalence of overweight (% of adults),Togo,TGO,1991,8.99
Prevalence of overweight (% of adults),Togo,TGO,1990,8.53
Prevalence of overweight (% of adults),Tonga,TON,2022,90.39
Prevalence of overweight (% of adults),Tonga,TON,2021,90.15
Prevalence of overweight (% of adults),Tonga,TON,2020,89.9
Prevalence of overweight (% of adults),Tonga,TON,2019,89.64
Prevalence of overweight (% of adults),Tonga,TON,2018,89.38
Prevalence of overweight (% of adults),Tonga,TON,2017,89.12
Prevalence of overweight (% of adults),Tonga,TON,2016,88.85
Prevalence of overweight (% of adults),Tonga,TON,2015,88.57
Prevalence of overweight (% of adults),Tonga,TON,2014,88.29
Prevalence of overweight (% of adults),Tonga,TON,2013,88.02
Prevalence of overweight (% of adults),Tonga,TON,2012,87.75
Prevalence of overweight (% of adults),Tonga,TON,2011,87.48
Prevalence of overweight (% of adults),Tonga,TON,2010,87.21
Prevalence of overweight (% of adults),Tonga,TON,2009,86.94
Prevalence of overweight (% of adults),Tonga,TON,2008,86.67
Prevalence of overweight (% of adults),Tonga,TON,2007,86.4
Prevalence of overweight (% of adults),Tonga,TON,2006,86.15
Prevalence of overweight (% of adults),Tonga,TON,2005,85.9
Prevalence of overweight (% of adults),Tonga,TON,2004,85.64
Prevalence of overweight (% of adults),Tonga,TON,2003,85.39
Prevalence of overweight (% of adults),Tonga,TON,2002,85.13
Prevalence of overweight (% of adults),Tonga,TON,2001,84.86
Prevalence of overweight (% of adults),Tonga,TON,2000,84.58
Prevalence of overweight (% of adults),Tonga,TON,1999,84.29
Prevalence of overweight (% of adults),Tonga,TON,1998,83.99
Prevalence of overweight (% of adults),Tonga,TON,1997,83.66
Prevalence of overweight (% of adults),Tonga,TON,1996,83.33
Prevalence of overweight (% of adults),Tonga,TON,1995,82.98
Prevalence of overweight (% of adults),Tonga,TON,1994,82.6
Prevalence of overweight (% of adults),Tonga,TON,1993,82.19
Prevalence of overweight (% of adults),Tonga,TON,1992,81.75
Prevalence of overweight (% of adults),Tonga,TON,1991,81.28
Prevalence of overweight (% of adults),Tonga,TON,1990,80.77
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2022,57.67
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2021,57.48
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2020,57.3
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2019,57.11
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2018,56.93
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2017,56.77
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2016,56.58
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2015,56.39
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2014,56.2
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2013,56.02
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2012,55.82
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2011,55.6
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2010,55.34
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2009,55.05
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2008,54.72
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2007,54.35
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2006,53.94
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2005,53.49
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2004,52.99
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2003,52.46
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2002,51.87
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2001,51.25
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,2000,50.58
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,1999,49.88
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,1998,49.15
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,1997,48.41
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,1996,47.66
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,1995,46.91
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,1994,46.16
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,1993,45.41
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,1992,44.68
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,1991,43.94
Prevalence of overweight (% of adults),Trinidad and Tobago,TTO,1990,43.22
Prevalence of overweight (% of adults),Tunisia,TUN,2022,57.37
Prevalence of overweight (% of adults),Tunisia,TUN,2021,56.91
Prevalence of overweight (% of adults),Tunisia,TUN,2020,56.45
Prevalence of overweight (% of adults),Tunisia,TUN,2019,56
Prevalence of overweight (% of adults),Tunisia,TUN,2018,55.54
Prevalence of overweight (% of adults),Tunisia,TUN,2017,55.08
Prevalence of overweight (% of adults),Tunisia,TUN,2016,54.59
Prevalence of overweight (% of adults),Tunisia,TUN,2015,54.08
Prevalence of overweight (% of adults),Tunisia,TUN,2014,53.58
Prevalence of overweight (% of adults),Tunisia,TUN,2013,53.08
Prevalence of overweight (% of adults),Tunisia,TUN,2012,52.57
Prevalence of overweight (% of adults),Tunisia,TUN,2011,52.07
Prevalence of overweight (% of adults),Tunisia,TUN,2010,51.56
Prevalence of overweight (% of adults),Tunisia,TUN,2009,51.06
Prevalence of overweight (% of adults),Tunisia,TUN,2008,50.55
Prevalence of overweight (% of adults),Tunisia,TUN,2007,50.03
Prevalence of overweight (% of adults),Tunisia,TUN,2006,49.49
Prevalence of overweight (% of adults),Tunisia,TUN,2005,48.94
Prevalence of overweight (% of adults),Tunisia,TUN,2004,48.35
Prevalence of overweight (% of adults),Tunisia,TUN,2003,47.73
Prevalence of overweight (% of adults),Tunisia,TUN,2002,47.08
Prevalence of overweight (% of adults),Tunisia,TUN,2001,46.41
Prevalence of overweight (% of adults),Tunisia,TUN,2000,45.73
Prevalence of overweight (% of adults),Tunisia,TUN,1999,45.04
Prevalence of overweight (% of adults),Tunisia,TUN,1998,44.35
Prevalence of overweight (% of adults),Tunisia,TUN,1997,43.66
Prevalence of overweight (% of adults),Tunisia,TUN,1996,42.99
Prevalence of overweight (% of adults),Tunisia,TUN,1995,42.34
Prevalence of overweight (% of adults),Tunisia,TUN,1994,41.69
Prevalence of overweight (% of adults),Tunisia,TUN,1993,41.06
Prevalence of overweight (% of adults),Tunisia,TUN,1992,40.43
Prevalence of overweight (% of adults),Tunisia,TUN,1991,39.82
Prevalence of overweight (% of adults),Tunisia,TUN,1990,39.21
Prevalence of overweight (% of adults),Turkiye,TUR,2022,67.57
Prevalence of overweight (% of adults),Turkiye,TUR,2021,67.33
Prevalence of overweight (% of adults),Turkiye,TUR,2020,67.09
Prevalence of overweight (% of adults),Turkiye,TUR,2019,66.84
Prevalence of overweight (% of adults),Turkiye,TUR,2018,66.59
Prevalence of overweight (% of adults),Turkiye,TUR,2017,66.32
Prevalence of overweight (% of adults),Turkiye,TUR,2016,66.03
Prevalence of overweight (% of adults),Turkiye,TUR,2015,65.71
Prevalence of overweight (% of adults),Turkiye,TUR,2014,65.4
Prevalence of overweight (% of adults),Turkiye,TUR,2013,65.1
Prevalence of overweight (% of adults),Turkiye,TUR,2012,64.8
Prevalence of overweight (% of adults),Turkiye,TUR,2011,64.5
Prevalence of overweight (% of adults),Turkiye,TUR,2010,64.21
Prevalence of overweight (% of adults),Turkiye,TUR,2009,63.92
Prevalence of overweight (% of adults),Turkiye,TUR,2008,63.63
Prevalence of overweight (% of adults),Turkiye,TUR,2007,63.32
Prevalence of overweight (% of adults),Turkiye,TUR,2006,62.98
Prevalence of overweight (% of adults),Turkiye,TUR,2005,62.62
Prevalence of overweight (% of adults),Turkiye,TUR,2004,62.2
Prevalence of overweight (% of adults),Turkiye,TUR,2003,61.72
Prevalence of overweight (% of adults),Turkiye,TUR,2002,61.2
Prevalence of overweight (% of adults),Turkiye,TUR,2001,60.63
Prevalence of overweight (% of adults),Turkiye,TUR,2000,60.02
Prevalence of overweight (% of adults),Turkiye,TUR,1999,59.38
Prevalence of overweight (% of adults),Turkiye,TUR,1998,58.7
Prevalence of overweight (% of adults),Turkiye,TUR,1997,58.01
Prevalence of overweight (% of adults),Turkiye,TUR,1996,57.3
Prevalence of overweight (% of adults),Turkiye,TUR,1995,56.58
Prevalence of overweight (% of adults),Turkiye,TUR,1994,55.83
Prevalence of overweight (% of adults),Turkiye,TUR,1993,55.08
Prevalence of overweight (% of adults),Turkiye,TUR,1992,54.31
Prevalence of overweight (% of adults),Turkiye,TUR,1991,53.53
Prevalence of overweight (% of adults),Turkiye,TUR,1990,52.75
Prevalence of overweight (% of adults),Turkmenistan,TKM,2022,56.98
Prevalence of overweight (% of adults),Turkmenistan,TKM,2021,56.44
Prevalence of overweight (% of adults),Turkmenistan,TKM,2020,55.89
Prevalence of overweight (% of adults),Turkmenistan,TKM,2019,55.33
Prevalence of overweight (% of adults),Turkmenistan,TKM,2018,54.77
Prevalence of overweight (% of adults),Turkmenistan,TKM,2017,54.2
Prevalence of overweight (% of adults),Turkmenistan,TKM,2016,53.6
Prevalence of overweight (% of adults),Turkmenistan,TKM,2015,52.98
Prevalence of overweight (% of adults),Turkmenistan,TKM,2014,52.34
Prevalence of overweight (% of adults),Turkmenistan,TKM,2013,51.67
Prevalence of overweight (% of adults),Turkmenistan,TKM,2012,50.97
Prevalence of overweight (% of adults),Turkmenistan,TKM,2011,50.25
Prevalence of overweight (% of adults),Turkmenistan,TKM,2010,49.49
Prevalence of overweight (% of adults),Turkmenistan,TKM,2009,48.71
Prevalence of overweight (% of adults),Turkmenistan,TKM,2008,47.92
Prevalence of overweight (% of adults),Turkmenistan,TKM,2007,47.11
Prevalence of overweight (% of adults),Turkmenistan,TKM,2006,46.28
Prevalence of overweight (% of adults),Turkmenistan,TKM,2005,45.45
Prevalence of overweight (% of adults),Turkmenistan,TKM,2004,44.62
Prevalence of overweight (% of adults),Turkmenistan,TKM,2003,43.8
Prevalence of overweight (% of adults),Turkmenistan,TKM,2002,42.98
Prevalence of overweight (% of adults),Turkmenistan,TKM,2001,42.17
Prevalence of overweight (% of adults),Turkmenistan,TKM,2000,41.37
Prevalence of overweight (% of adults),Turkmenistan,TKM,1999,40.59
Prevalence of overweight (% of adults),Turkmenistan,TKM,1998,39.82
Prevalence of overweight (% of adults),Turkmenistan,TKM,1997,39.08
Prevalence of overweight (% of adults),Turkmenistan,TKM,1996,38.36
Prevalence of overweight (% of adults),Turkmenistan,TKM,1995,37.66
Prevalence of overweight (% of adults),Turkmenistan,TKM,1994,36.97
Prevalence of overweight (% of adults),Turkmenistan,TKM,1993,36.3
Prevalence of overweight (% of adults),Turkmenistan,TKM,1992,35.65
Prevalence of overweight (% of adults),Turkmenistan,TKM,1991,35.01
Prevalence of overweight (% of adults),Turkmenistan,TKM,1990,34.38
Prevalence of overweight (% of adults),Tuvalu,TUV,2022,85.77
Prevalence of overweight (% of adults),Tuvalu,TUV,2021,85.57
Prevalence of overweight (% of adults),Tuvalu,TUV,2020,85.37
Prevalence of overweight (% of adults),Tuvalu,TUV,2019,85.18
Prevalence of overweight (% of adults),Tuvalu,TUV,2018,84.98
Prevalence of overweight (% of adults),Tuvalu,TUV,2017,84.77
Prevalence of overweight (% of adults),Tuvalu,TUV,2016,84.6
Prevalence of overweight (% of adults),Tuvalu,TUV,2015,84.41
Prevalence of overweight (% of adults),Tuvalu,TUV,2014,84.22
Prevalence of overweight (% of adults),Tuvalu,TUV,2013,84.02
Prevalence of overweight (% of adults),Tuvalu,TUV,2012,83.82
Prevalence of overweight (% of adults),Tuvalu,TUV,2011,83.63
Prevalence of overweight (% of adults),Tuvalu,TUV,2010,83.42
Prevalence of overweight (% of adults),Tuvalu,TUV,2009,83.23
Prevalence of overweight (% of adults),Tuvalu,TUV,2008,83
Prevalence of overweight (% of adults),Tuvalu,TUV,2007,82.77
Prevalence of overweight (% of adults),Tuvalu,TUV,2006,82.56
Prevalence of overweight (% of adults),Tuvalu,TUV,2005,82.33
Prevalence of overweight (% of adults),Tuvalu,TUV,2004,82.11
Prevalence of overweight (% of adults),Tuvalu,TUV,2003,81.87
Prevalence of overweight (% of adults),Tuvalu,TUV,2002,81.62
Prevalence of overweight (% of adults),Tuvalu,TUV,2001,81.37
Prevalence of overweight (% of adults),Tuvalu,TUV,2000,81.11
Prevalence of overweight (% of adults),Tuvalu,TUV,1999,80.82
Prevalence of overweight (% of adults),Tuvalu,TUV,1998,80.54
Prevalence of overweight (% of adults),Tuvalu,TUV,1997,80.23
Prevalence of overweight (% of adults),Tuvalu,TUV,1996,79.89
Prevalence of overweight (% of adults),Tuvalu,TUV,1995,79.54
Prevalence of overweight (% of adults),Tuvalu,TUV,1994,79.16
Prevalence of overweight (% of adults),Tuvalu,TUV,1993,78.75
Prevalence of overweight (% of adults),Tuvalu,TUV,1992,78.32
Prevalence of overweight (% of adults),Tuvalu,TUV,1991,77.83
Prevalence of overweight (% of adults),Tuvalu,TUV,1990,77.32
Prevalence of overweight (% of adults),Uganda,UGA,2022,23.75
Prevalence of overweight (% of adults),Uganda,UGA,2021,22.88
Prevalence of overweight (% of adults),Uganda,UGA,2020,22.06
Prevalence of overweight (% of adults),Uganda,UGA,2019,21.26
Prevalence of overweight (% of adults),Uganda,UGA,2018,20.51
Prevalence of overweight (% of adults),Uganda,UGA,2017,19.78
Prevalence of overweight (% of adults),Uganda,UGA,2016,19.08
Prevalence of overweight (% of adults),Uganda,UGA,2015,18.41
Prevalence of overweight (% of adults),Uganda,UGA,2014,17.75
Prevalence of overweight (% of adults),Uganda,UGA,2013,17.12
Prevalence of overweight (% of adults),Uganda,UGA,2012,16.51
Prevalence of overweight (% of adults),Uganda,UGA,2011,15.92
Prevalence of overweight (% of adults),Uganda,UGA,2010,15.36
Prevalence of overweight (% of adults),Uganda,UGA,2009,14.8
Prevalence of overweight (% of adults),Uganda,UGA,2008,14.26
Prevalence of overweight (% of adults),Uganda,UGA,2007,13.73
Prevalence of overweight (% of adults),Uganda,UGA,2006,13.2
Prevalence of overweight (% of adults),Uganda,UGA,2005,12.68
Prevalence of overweight (% of adults),Uganda,UGA,2004,12.17
Prevalence of overweight (% of adults),Uganda,UGA,2003,11.67
Prevalence of overweight (% of adults),Uganda,UGA,2002,11.19
Prevalence of overweight (% of adults),Uganda,UGA,2001,10.72
Prevalence of overweight (% of adults),Uganda,UGA,2000,10.28
Prevalence of overweight (% of adults),Uganda,UGA,1999,9.85
Prevalence of overweight (% of adults),Uganda,UGA,1998,9.45
Prevalence of overweight (% of adults),Uganda,UGA,1997,9.07
Prevalence of overweight (% of adults),Uganda,UGA,1996,8.72
Prevalence of overweight (% of adults),Uganda,UGA,1995,8.39
Prevalence of overweight (% of adults),Uganda,UGA,1994,8.08
Prevalence of overweight (% of adults),Uganda,UGA,1993,7.8
Prevalence of overweight (% of adults),Uganda,UGA,1992,7.53
Prevalence of overweight (% of adults),Uganda,UGA,1991,7.27
Prevalence of overweight (% of adults),Uganda,UGA,1990,7.02
Prevalence of overweight (% of adults),Ukraine,UKR,2022,56.13
Prevalence of overweight (% of adults),Ukraine,UKR,2021,55.7
Prevalence of overweight (% of adults),Ukraine,UKR,2020,55.31
Prevalence of overweight (% of adults),Ukraine,UKR,2019,54.93
Prevalence of overweight (% of adults),Ukraine,UKR,2018,54.55
Prevalence of overweight (% of adults),Ukraine,UKR,2017,54.17
Prevalence of overweight (% of adults),Ukraine,UKR,2016,53.79
Prevalence of overweight (% of adults),Ukraine,UKR,2015,53.41
Prevalence of overweight (% of adults),Ukraine,UKR,2014,53.05
Prevalence of overweight (% of adults),Ukraine,UKR,2013,52.69
Prevalence of overweight (% of adults),Ukraine,UKR,2012,52.33
Prevalence of overweight (% of adults),Ukraine,UKR,2011,51.98
Prevalence of overweight (% of adults),Ukraine,UKR,2010,51.62
Prevalence of overweight (% of adults),Ukraine,UKR,2009,51.25
Prevalence of overweight (% of adults),Ukraine,UKR,2008,50.86
Prevalence of overweight (% of adults),Ukraine,UKR,2007,50.45
Prevalence of overweight (% of adults),Ukraine,UKR,2006,50.03
Prevalence of overweight (% of adults),Ukraine,UKR,2005,49.61
Prevalence of overweight (% of adults),Ukraine,UKR,2004,49.18
Prevalence of overweight (% of adults),Ukraine,UKR,2003,48.75
Prevalence of overweight (% of adults),Ukraine,UKR,2002,48.33
Prevalence of overweight (% of adults),Ukraine,UKR,2001,47.94
Prevalence of overweight (% of adults),Ukraine,UKR,2000,47.57
Prevalence of overweight (% of adults),Ukraine,UKR,1999,47.23
Prevalence of overweight (% of adults),Ukraine,UKR,1998,46.93
Prevalence of overweight (% of adults),Ukraine,UKR,1997,46.67
Prevalence of overweight (% of adults),Ukraine,UKR,1996,46.45
Prevalence of overweight (% of adults),Ukraine,UKR,1995,46.28
Prevalence of overweight (% of adults),Ukraine,UKR,1994,46.15
Prevalence of overweight (% of adults),Ukraine,UKR,1993,46.06
Prevalence of overweight (% of adults),Ukraine,UKR,1992,46
Prevalence of overweight (% of adults),Ukraine,UKR,1991,45.97
Prevalence of overweight (% of adults),Ukraine,UKR,1990,45.97
