country,code,indicator
Pakistan,PAK,Obesity
Pakistan,PAK,Obesity
Pakistan,PAK,Obesity
Pakistan,PAK,Obesity
Pakistan,PAK,Obesity
Pakistan,PAK,Obesity
Pakistan,PAK,Obesity
Pakistan,PAK,Obesity
Pakistan,PAK,Obesity
Pakistan,PAK,Obesity
Pakistan,PAK,Obesity
Pakistan,PAK,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Palau,PLW,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Panama,PAN,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Papua New Guinea,PNG,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Paraguay,PRY,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Peru,PER,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Philippines,PHL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Poland,POL,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Portugal,PRT,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Puerto Rico (US),PRI,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Qatar,QAT,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Romania,ROU,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Russian Federation,RUS,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Rwanda,RWA,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Samoa,WSM,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Sao Tome and Principe,STP,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Saudi Arabia,SAU,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Senegal,SEN,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Serbia,SRB,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Seychelles,SYC,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Sierra Leone,SLE,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Singapore,SGP,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovak Republic,SVK,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Slovenia,SVN,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Solomon Islands,SLB,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
Federal Republic of Somalia,SOM,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Africa,ZAF,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
South Sudan,SSD,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
