Indicator Name,Country,Year,Value
Prevalence of overweight (% of adults),Qatar,1993,58
Prevalence of overweight (% of adults),Qatar,1992,57.09
Prevalence of overweight (% of adults),Qatar,1991,56.19
Prevalence of overweight (% of adults),Qatar,1990,55.28
Prevalence of overweight (% of adults),Romania,2022,65.08
Prevalence of overweight (% of adults),Romania,2021,64.1
Prevalence of overweight (% of adults),Romania,2020,63.11
Prevalence of overweight (% of adults),Romania,2019,62.11
Prevalence of overweight (% of adults),Romania,2018,61.1
Prevalence of overweight (% of adults),Romania,2017,60.09
Prevalence of overweight (% of adults),Romania,2016,59.06
Prevalence of overweight (% of adults),Romania,2015,58.02
Prevalence of overweight (% of adults),Romania,2014,56.99
Prevalence of overweight (% of adults),Romania,2013,55.96
Prevalence of overweight (% of adults),Romania,2012,54.94
Prevalence of overweight (% of adults),Romania,2011,53.91
Prevalence of overweight (% of adults),Romania,2010,52.88
Prevalence of overweight (% of adults),Romania,2009,51.86
Prevalence of overweight (% of adults),Romania,2008,50.83
Prevalence of overweight (% of adults),Romania,2007,49.82
Prevalence of overweight (% of adults),Romania,2006,48.82
Prevalence of overweight (% of adults),Romania,2005,47.84
Prevalence of overweight (% of adults),Romania,2004,46.89
Prevalence of overweight (% of adults),Romania,2003,45.97
Prevalence of overweight (% of adults),Romania,2002,45.1
Prevalence of overweight (% of adults),Romania,2001,44.29
Prevalence of overweight (% of adults),Romania,2000,43.54
Prevalence of overweight (% of adults),Romania,1999,42.86
Prevalence of overweight (% of adults),Romania,1998,42.25
Prevalence of overweight (% of adults),Romania,1997,41.72
Prevalence of overweight (% of adults),Romania,1996,41.26
Prevalence of overweight (% of adults),Romania,1995,40.85
Prevalence of overweight (% of adults),Romania,1994,40.49
Prevalence of overweight (% of adults),Romania,1993,40.17
Prevalence of overweight (% of adults),Romania,1992,39.88
Prevalence of overweight (% of adults),Romania,1991,39.6
Prevalence of overweight (% of adults),Romania,1990,39.34
Prevalence of overweight (% of adults),Russian Federation,2022,58.76
Prevalence of overweight (% of adults),Russian Federation,2021,58.33
Prevalence of overweight (% of adults),Russian Federation,2020,57.9
Prevalence of overweight (% of adults),Russian Federation,2019,57.48
Prevalence of overweight (% of adults),Russian Federation,2018,57.05
Prevalence of overweight (% of adults),Russian Federation,2017,56.62
Prevalence of overweight (% of adults),Russian Federation,2016,56.19
Prevalence of overweight (% of adults),Russian Federation,2015,55.75
Prevalence of overweight (% of adults),Russian Federation,2014,55.32
Prevalence of overweight (% of adults),Russian Federation,2013,54.88
Prevalence of overweight (% of adults),Russian Federation,2012,54.44
Prevalence of overweight (% of adults),Russian Federation,2011,53.98
Prevalence of overweight (% of adults),Russian Federation,2010,53.51
Prevalence of overweight (% of adults),Russian Federation,2009,53.03
Prevalence of overweight (% of adults),Russian Federation,2008,52.52
Prevalence of overweight (% of adults),Russian Federation,2007,52
Prevalence of overweight (% of adults),Russian Federation,2006,51.48
Prevalence of overweight (% of adults),Russian Federation,2005,50.95
Prevalence of overweight (% of adults),Russian Federation,2004,50.43
Prevalence of overweight (% of adults),Russian Federation,2003,49.92
Prevalence of overweight (% of adults),Russian Federation,2002,49.44
Prevalence of overweight (% of adults),Russian Federation,2001,49
Prevalence of overweight (% of adults),Russian Federation,2000,48.6
Prevalence of overweight (% of adults),Russian Federation,1999,48.26
Prevalence of overweight (% of adults),Russian Federation,1998,47.98
Prevalence of overweight (% of adults),Russian Federation,1997,47.75
Prevalence of overweight (% of adults),Russian Federation,1996,47.59
Prevalence of overweight (% of adults),Russian Federation,1995,47.48
Prevalence of overweight (% of adults),Russian Federation,1994,47.42
Prevalence of overweight (% of adults),Russian Federation,1993,47.41
Prevalence of overweight (% of adults),Russian Federation,1992,47.46
Prevalence of overweight (% of adults),Russian Federation,1991,47.55
Prevalence of overweight (% of adults),Russian Federation,1990,47.67
Prevalence of overweight (% of adults),Rwanda,2022,19.79
Prevalence of overweight (% of adults),Rwanda,2021,19.07
Prevalence of overweight (% of adults),Rwanda,2020,18.37
Prevalence of overweight (% of adults),Rwanda,2019,17.7
Prevalence of overweight (% of adults),Rwanda,2018,17.05
Prevalence of overweight (% of adults),Rwanda,2017,16.42
Prevalence of overweight (% of adults),Rwanda,2016,15.81
Prevalence of overweight (% of adults),Rwanda,2015,15.23
Prevalence of overweight (% of adults),Rwanda,2014,14.67
Prevalence of overweight (% of adults),Rwanda,2013,14.13
Prevalence of overweight (% of adults),Rwanda,2012,13.62
Prevalence of overweight (% of adults),Rwanda,2011,13.12
Prevalence of overweight (% of adults),Rwanda,2010,12.65
Prevalence of overweight (% of adults),Rwanda,2009,12.2
Prevalence of overweight (% of adults),Rwanda,2008,11.76
Prevalence of overweight (% of adults),Rwanda,2007,11.34
Prevalence of overweight (% of adults),Rwanda,2006,10.93
Prevalence of overweight (% of adults),Rwanda,2005,10.54
Prevalence of overweight (% of adults),Rwanda,2004,10.16
Prevalence of overweight (% of adults),Rwanda,2003,9.8
Prevalence of overweight (% of adults),Rwanda,2002,9.45
Prevalence of overweight (% of adults),Rwanda,2001,9.12
Prevalence of overweight (% of adults),Rwanda,2000,8.8
Prevalence of overweight (% of adults),Rwanda,1999,8.49
Prevalence of overweight (% of adults),Rwanda,1998,8.21
Prevalence of overweight (% of adults),Rwanda,1997,7.95
Prevalence of overweight (% of adults),Rwanda,1996,7.71
Prevalence of overweight (% of adults),Rwanda,1995,7.5
Prevalence of overweight (% of adults),Rwanda,1994,7.18
Prevalence of overweight (% of adults),Rwanda,1993,6.92
Prevalence of overweight (% of adults),Rwanda,1992,6.73
Prevalence of overweight (% of adults),Rwanda,1991,6.56
Prevalence of overweight (% of adults),Rwanda,1990,6.38
Prevalence of overweight (% of adults),Samoa,2022,87.68
Prevalence of overweight (% of adults),Samoa,2021,87.44
Prevalence of overweight (% of adults),Samoa,2020,87.19
Prevalence of overweight (% of adults),Samoa,2019,86.93
Prevalence of overweight (% of adults),Samoa,2018,86.66
Prevalence of overweight (% of adults),Samoa,2017,86.39
Prevalence of overweight (% of adults),Samoa,2016,86.11
Prevalence of overweight (% of adults),Samoa,2015,85.83
Prevalence of overweight (% of adults),Samoa,2014,85.54
Prevalence of overweight (% of adults),Samoa,2013,85.25
Prevalence of overweight (% of adults),Samoa,2012,84.95
Prevalence of overweight (% of adults),Samoa,2011,84.65
Prevalence of overweight (% of adults),Samoa,2010,84.34
Prevalence of overweight (% of adults),Samoa,2009,84.01
Prevalence of overweight (% of adults),Samoa,2008,83.67
Prevalence of overweight (% of adults),Samoa,2007,83.32
Prevalence of overweight (% of adults),Samoa,2006,82.95
Prevalence of overweight (% of adults),Samoa,2005,82.58
Prevalence of overweight (% of adults),Samoa,2004,82.2
Prevalence of overweight (% of adults),Samoa,2003,81.8
Prevalence of overweight (% of adults),Samoa,2002,81.4
Prevalence of overweight (% of adults),Samoa,2001,80.99
Prevalence of overweight (% of adults),Samoa,2000,80.56
Prevalence of overweight (% of adults),Samoa,1999,80.12
Prevalence of overweight (% of adults),Samoa,1998,79.66
Prevalence of overweight (% of adults),Samoa,1997,79.17
Prevalence of overweight (% of adults),Samoa,1996,78.66
Prevalence of overweight (% of adults),Samoa,1995,78.12
Prevalence of overweight (% of adults),Samoa,1994,77.55
Prevalence of overweight (% of adults),Samoa,1993,76.94
Prevalence of overweight (% of adults),Samoa,1992,76.29
Prevalence of overweight (% of adults),Samoa,1991,75.6
Prevalence of overweight (% of adults),Samoa,1990,74.86
Prevalence of overweight (% of adults),Sao Tome and Principe,2022,42.62
Prevalence of overweight (% of adults),Sao Tome and Principe,2021,41.76
Prevalence of overweight (% of adults),Sao Tome and Principe,2020,40.91
Prevalence of overweight (% of adults),Sao Tome and Principe,2019,40.08
Prevalence of overweight (% of adults),Sao Tome and Principe,2018,39.29
Prevalence of overweight (% of adults),Sao Tome and Principe,2017,38.51
Prevalence of overweight (% of adults),Sao Tome and Principe,2016,37.76
Prevalence of overweight (% of adults),Sao Tome and Principe,2015,37.02
Prevalence of overweight (% of adults),Sao Tome and Principe,2014,36.31
Prevalence of overweight (% of adults),Sao Tome and Principe,2013,35.61
Prevalence of overweight (% of adults),Sao Tome and Principe,2012,34.91
Prevalence of overweight (% of adults),Sao Tome and Principe,2011,34.2
Prevalence of overweight (% of adults),Sao Tome and Principe,2010,33.44
Prevalence of overweight (% of adults),Sao Tome and Principe,2009,32.62
Prevalence of overweight (% of adults),Sao Tome and Principe,2008,31.74
Prevalence of overweight (% of adults),Sao Tome and Principe,2007,30.81
Prevalence of overweight (% of adults),Sao Tome and Principe,2006,29.82
Prevalence of overweight (% of adults),Sao Tome and Principe,2005,28.79
Prevalence of overweight (% of adults),Sao Tome and Principe,2004,27.72
Prevalence of overweight (% of adults),Sao Tome and Principe,2003,26.64
Prevalence of overweight (% of adults),Sao Tome and Principe,2002,25.54
Prevalence of overweight (% of adults),Sao Tome and Principe,2001,24.44
Prevalence of overweight (% of adults),Sao Tome and Principe,2000,23.34
Prevalence of overweight (% of adults),Sao Tome and Principe,1999,22.26
Prevalence of overweight (% of adults),Sao Tome and Principe,1998,21.22
Prevalence of overweight (% of adults),Sao Tome and Principe,1997,20.22
Prevalence of overweight (% of adults),Sao Tome and Principe,1996,19.26
Prevalence of overweight (% of adults),Sao Tome and Principe,1995,18.36
Prevalence of overweight (% of adults),Sao Tome and Principe,1994,17.49
Prevalence of overweight (% of adults),Sao Tome and Principe,1993,16.66
Prevalence of overweight (% of adults),Sao Tome and Principe,1992,15.86
Prevalence of overweight (% of adults),Sao Tome and Principe,1991,15.09
Prevalence of overweight (% of adults),Sao Tome and Principe,1990,14.35
Prevalence of overweight (% of adults),Saudi Arabia,2022,71.84
Prevalence of overweight (% of adults),Saudi Arabia,2021,71.58
Prevalence of overweight (% of adults),Saudi Arabia,2020,71.34
Prevalence of overweight (% of adults),Saudi Arabia,2019,71.08
Prevalence of overweight (% of adults),Saudi Arabia,2018,70.8
Prevalence of overweight (% of adults),Saudi Arabia,2017,70.49
Prevalence of overweight (% of adults),Saudi Arabia,2016,70.16
Prevalence of overweight (% of adults),Saudi Arabia,2015,69.8
Prevalence of overweight (% of adults),Saudi Arabia,2014,69.45
Prevalence of overweight (% of adults),Saudi Arabia,2013,69.09
Prevalence of overweight (% of adults),Saudi Arabia,2012,68.73
Prevalence of overweight (% of adults),Saudi Arabia,2011,68.36
Prevalence of overweight (% of adults),Saudi Arabia,2010,67.97
Prevalence of overweight (% of adults),Saudi Arabia,2009,67.56
Prevalence of overweight (% of adults),Saudi Arabia,2008,67.14
Prevalence of overweight (% of adults),Saudi Arabia,2007,66.71
Prevalence of overweight (% of adults),Saudi Arabia,2006,66.28
Prevalence of overweight (% of adults),Saudi Arabia,2005,65.83
Prevalence of overweight (% of adults),Saudi Arabia,2004,65.35
Prevalence of overweight (% of adults),Saudi Arabia,2003,64.82
Prevalence of overweight (% of adults),Saudi Arabia,2002,64.26
Prevalence of overweight (% of adults),Saudi Arabia,2001,63.69
Prevalence of overweight (% of adults),Saudi Arabia,2000,63.11
Prevalence of overweight (% of adults),Saudi Arabia,1999,62.54
Prevalence of overweight (% of adults),Saudi Arabia,1998,61.99
Prevalence of overweight (% of adults),Saudi Arabia,1997,61.45
Prevalence of overweight (% of adults),Saudi Arabia,1996,60.94
Prevalence of overweight (% of adults),Saudi Arabia,1995,60.45
Prevalence of overweight (% of adults),Saudi Arabia,1994,59.97
Prevalence of overweight (% of adults),Saudi Arabia,1993,59.51
Prevalence of overweight (% of adults),Saudi Arabia,1992,59.07
Prevalence of overweight (% of adults),Saudi Arabia,1991,58.63
Prevalence of overweight (% of adults),Saudi Arabia,1990,58.18
Prevalence of overweight (% of adults),Senegal,2022,30.21
Prevalence of overweight (% of adults),Senegal,2021,29.68
Prevalence of overweight (% of adults),Senegal,2020,29.17
Prevalence of overweight (% of adults),Senegal,2019,28.66
Prevalence of overweight (% of adults),Senegal,2018,28.17
Prevalence of overweight (% of adults),Senegal,2017,27.69
Prevalence of overweight (% of adults),Senegal,2016,27.21
Prevalence of overweight (% of adults),Senegal,2015,26.75
Prevalence of overweight (% of adults),Senegal,2014,26.31
Prevalence of overweight (% of adults),Senegal,2013,25.86
Prevalence of overweight (% of adults),Senegal,2012,25.42
Prevalence of overweight (% of adults),Senegal,2011,24.97
Prevalence of overweight (% of adults),Senegal,2010,24.49
Prevalence of overweight (% of adults),Senegal,2009,23.97
Prevalence of overweight (% of adults),Senegal,2008,23.4
Prevalence of overweight (% of adults),Senegal,2007,22.78
Prevalence of overweight (% of adults),Senegal,2006,22.11
Prevalence of overweight (% of adults),Senegal,2005,21.41
Prevalence of overweight (% of adults),Senegal,2004,20.67
Prevalence of overweight (% of adults),Senegal,2003,19.91
Prevalence of overweight (% of adults),Senegal,2002,19.13
Prevalence of overweight (% of adults),Senegal,2001,18.34
Prevalence of overweight (% of adults),Senegal,2000,17.56
Prevalence of overweight (% of adults),Senegal,1999,16.78
Prevalence of overweight (% of adults),Senegal,1998,16.02
Prevalence of overweight (% of adults),Senegal,1997,15.28
Prevalence of overweight (% of adults),Senegal,1996,14.58
Prevalence of overweight (% of adults),Senegal,1995,13.9
Prevalence of overweight (% of adults),Senegal,1994,13.25
Prevalence of overweight (% of adults),Senegal,1993,12.63
Prevalence of overweight (% of adults),Senegal,1992,12.03
Prevalence of overweight (% of adults),Senegal,1991,11.44
Prevalence of overweight (% of adults),Senegal,1990,10.86
Prevalence of overweight (% of adults),Serbia,2022,54.27
Prevalence of overweight (% of adults),Serbia,2021,53.95
Prevalence of overweight (% of adults),Serbia,2020,53.64
Prevalence of overweight (% of adults),Serbia,2019,53.34
Prevalence of overweight (% of adults),Serbia,2018,53.04
Prevalence of overweight (% of adults),Serbia,2017,52.75
Prevalence of overweight (% of adults),Serbia,2016,52.45
Prevalence of overweight (% of adults),Serbia,2015,52.16
Prevalence of overweight (% of adults),Serbia,2014,51.87
Prevalence of overweight (% of adults),Serbia,2013,51.59
Prevalence of overweight (% of adults),Serbia,2012,51.32
Prevalence of overweight (% of adults),Serbia,2011,51.05
Prevalence of overweight (% of adults),Serbia,2010,50.77
Prevalence of overweight (% of adults),Serbia,2009,50.48
Prevalence of overweight (% of adults),Serbia,2008,50.17
Prevalence of overweight (% of adults),Serbia,2007,49.85
Prevalence of overweight (% of adults),Serbia,2006,49.51
Prevalence of overweight (% of adults),Serbia,2005,49.17
Prevalence of overweight (% of adults),Serbia,2004,48.83
Prevalence of overweight (% of adults),Serbia,2003,48.48
Prevalence of overweight (% of adults),Serbia,2002,48.14
Prevalence of overweight (% of adults),Serbia,2001,47.8
Prevalence of overweight (% of adults),Serbia,2000,47.49
Prevalence of overweight (% of adults),Serbia,1999,47.2
Prevalence of overweight (% of adults),Serbia,1998,46.95
Prevalence of overweight (% of adults),Serbia,1997,46.72
Prevalence of overweight (% of adults),Serbia,1996,46.53
Prevalence of overweight (% of adults),Serbia,1995,46.36
Prevalence of overweight (% of adults),Serbia,1994,46.21
Prevalence of overweight (% of adults),Serbia,1993,46.07
Prevalence of overweight (% of adults),Serbia,1992,45.94
Prevalence of overweight (% of adults),Serbia,1991,45.8
Prevalence of overweight (% of adults),Serbia,1990,45.66
Prevalence of overweight (% of adults),Seychelles,2022,60.77
Prevalence of overweight (% of adults),Seychelles,2021,60.29
Prevalence of overweight (% of adults),Seychelles,2020,59.83
Prevalence of overweight (% of adults),Seychelles,2019,59.39
Prevalence of overweight (% of adults),Seychelles,2018,58.96
Prevalence of overweight (% of adults),Seychelles,2017,58.54
Prevalence of overweight (% of adults),Seychelles,2016,58.12
Prevalence of overweight (% of adults),Seychelles,2015,57.7
Prevalence of overweight (% of adults),Seychelles,2014,57.29
Prevalence of overweight (% of adults),Seychelles,2013,56.88
Prevalence of overweight (% of adults),Seychelles,2012,56.48
Prevalence of overweight (% of adults),Seychelles,2011,56.05
Prevalence of overweight (% of adults),Seychelles,2010,55.59
Prevalence of overweight (% of adults),Seychelles,2009,55.07
Prevalence of overweight (% of adults),Seychelles,2008,54.49
Prevalence of overweight (% of adults),Seychelles,2007,53.85
Prevalence of overweight (% of adults),Seychelles,2006,53.14
Prevalence of overweight (% of adults),Seychelles,2005,52.39
Prevalence of overweight (% of adults),Seychelles,2004,51.58
Prevalence of overweight (% of adults),Seychelles,2003,50.74
Prevalence of overweight (% of adults),Seychelles,2002,49.87
Prevalence of overweight (% of adults),Seychelles,2001,48.98
Prevalence of overweight (% of adults),Seychelles,2000,48.09
Prevalence of overweight (% of adults),Seychelles,1999,47.18
Prevalence of overweight (% of adults),Seychelles,1998,46.26
Prevalence of overweight (% of adults),Seychelles,1997,45.19
Prevalence of overweight (% of adults),Seychelles,1996,44.12
Prevalence of overweight (% of adults),Seychelles,1995,43.09
Prevalence of overweight (% of adults),Seychelles,1994,42.06
Prevalence of overweight (% of adults),Seychelles,1993,41.04
Prevalence of overweight (% of adults),Seychelles,1992,40.05
Prevalence of overweight (% of adults),Seychelles,1991,39.06
Prevalence of overweight (% of adults),Seychelles,1990,38.08
Prevalence of overweight (% of adults),Sierra Leone,2022,22.81
Prevalence of overweight (% of adults),Sierra Leone,2021,22.45
Prevalence of overweight (% of adults),Sierra Leone,2020,22.1
Prevalence of overweight (% of adults),Sierra Leone,2019,21.75
Prevalence of overweight (% of adults),Sierra Leone,2018,21.42
Prevalence of overweight (% of adults),Sierra Leone,2017,21.1
Prevalence of overweight (% of adults),Sierra Leone,2016,20.79
Prevalence of overweight (% of adults),Sierra Leone,2015,20.5
Prevalence of overweight (% of adults),Sierra Leone,2014,20.23
Prevalence of overweight (% of adults),Sierra Leone,2013,19.97
Prevalence of overweight (% of adults),Sierra Leone,2012,19.72
Prevalence of overweight (% of adults),Sierra Leone,2011,19.46
Prevalence of overweight (% of adults),Sierra Leone,2010,19.17
Prevalence of overweight (% of adults),Sierra Leone,2009,18.84
Prevalence of overweight (% of adults),Sierra Leone,2008,18.44
Prevalence of overweight (% of adults),Sierra Leone,2007,17.99
Prevalence of overweight (% of adults),Sierra Leone,2006,17.49
Prevalence of overweight (% of adults),Sierra Leone,2005,16.94
Prevalence of overweight (% of adults),Sierra Leone,2004,16.35
Prevalence of overweight (% of adults),Sierra Leone,2003,15.73
Prevalence of overweight (% of adults),Sierra Leone,2002,15.1
Prevalence of overweight (% of adults),Sierra Leone,2001,14.46
Prevalence of overweight (% of adults),Sierra Leone,2000,13.82
Prevalence of overweight (% of adults),Sierra Leone,1999,13.19
Prevalence of overweight (% of adults),Sierra Leone,1998,12.57
Prevalence of overweight (% of adults),Sierra Leone,1997,11.98
Prevalence of overweight (% of adults),Sierra Leone,1996,11.42
Prevalence of overweight (% of adults),Sierra Leone,1995,10.89
Prevalence of overweight (% of adults),Sierra Leone,1994,10.38
Prevalence of overweight (% of adults),Sierra Leone,1993,9.9
Prevalence of overweight (% of adults),Sierra Leone,1992,9.44
Prevalence of overweight (% of adults),Sierra Leone,1991,9
Prevalence of overweight (% of adults),Sierra Leone,1990,8.57
Prevalence of overweight (% of adults),Singapore,2022,40.73
Prevalence of overweight (% of adults),Singapore,2021,39.97
Prevalence of overweight (% of adults),Singapore,2020,39.22
Prevalence of overweight (% of adults),Singapore,2019,38.49
Prevalence of overweight (% of adults),Singapore,2018,37.78
Prevalence of overweight (% of adults),Singapore,2017,37.09
Prevalence of overweight (% of adults),Singapore,2016,36.42
Prevalence of overweight (% of adults),Singapore,2015,35.77
Prevalence of overweight (% of adults),Singapore,2014,35.13
Prevalence of overweight (% of adults),Singapore,2013,34.54
Prevalence of overweight (% of adults),Singapore,2012,33.99
Prevalence of overweight (% of adults),Singapore,2011,33.48
Prevalence of overweight (% of adults),Singapore,2010,33
Prevalence of overweight (% of adults),Singapore,2009,32.54
Prevalence of overweight (% of adults),Singapore,2008,32.07
Prevalence of overweight (% of adults),Singapore,2007,31.63
Prevalence of overweight (% of adults),Singapore,2006,31.21
Prevalence of overweight (% of adults),Singapore,2005,30.82
Prevalence of overweight (% of adults),Singapore,2004,30.49
Prevalence of overweight (% of adults),Singapore,2003,30.2
Prevalence of overweight (% of adults),Singapore,2002,29.92
Prevalence of overweight (% of adults),Singapore,2001,29.67
Prevalence of overweight (% of adults),Singapore,2000,29.43
Prevalence of overweight (% of adults),Singapore,1999,29.2
Prevalence of overweight (% of adults),Singapore,1998,28.98
Prevalence of overweight (% of adults),Singapore,1997,28.77
Prevalence of overweight (% of adults),Singapore,1996,28.58
Prevalence of overweight (% of adults),Singapore,1995,28.39
Prevalence of overweight (% of adults),Singapore,1994,28.21
Prevalence of overweight (% of adults),Singapore,1993,28.02
Prevalence of overweight (% of adults),Singapore,1992,27.83
Prevalence of overweight (% of adults),Singapore,1991,27.64
Prevalence of overweight (% of adults),Singapore,1990,27.47
Prevalence of overweight (% of adults),Slovak Republic,2022,60.56
Prevalence of overweight (% of adults),Slovak Republic,2021,60.08
Prevalence of overweight (% of adults),Slovak Republic,2020,59.58
Prevalence of overweight (% of adults),Slovak Republic,2019,59.09
Prevalence of overweight (% of adults),Slovak Republic,2018,58.6
Prevalence of overweight (% of adults),Slovak Republic,2017,58.11
Prevalence of overweight (% of adults),Slovak Republic,2016,57.6
Prevalence of overweight (% of adults),Slovak Republic,2015,57.1
Prevalence of overweight (% of adults),Slovak Republic,2014,56.6
Prevalence of overweight (% of adults),Slovak Republic,2013,56.1
Prevalence of overweight (% of adults),Slovak Republic,2012,55.62
Prevalence of overweight (% of adults),Slovak Republic,2011,55.12
Prevalence of overweight (% of adults),Slovak Republic,2010,54.62
Prevalence of overweight (% of adults),Slovak Republic,2009,54.12
Prevalence of overweight (% of adults),Slovak Republic,2008,53.61
Prevalence of overweight (% of adults),Slovak Republic,2007,53.1
Prevalence of overweight (% of adults),Slovak Republic,2006,52.59
Prevalence of overweight (% of adults),Slovak Republic,2005,52.08
Prevalence of overweight (% of adults),Slovak Republic,2004,51.59
Prevalence of overweight (% of adults),Slovak Republic,2003,51.11
Prevalence of overweight (% of adults),Slovak Republic,2002,50.66
Prevalence of overweight (% of adults),Slovak Republic,2001,50.23
Prevalence of overweight (% of adults),Slovak Republic,2000,49.83
Prevalence of overweight (% of adults),Slovak Republic,1999,49.48
Prevalence of overweight (% of adults),Slovak Republic,1998,49.17
Prevalence of overweight (% of adults),Slovak Republic,1997,48.9
Prevalence of overweight (% of adults),Slovak Republic,1996,48.66
Prevalence of overweight (% of adults),Slovak Republic,1995,48.45
Prevalence of overweight (% of adults),Slovak Republic,1994,48.27
Prevalence of overweight (% of adults),Slovak Republic,1993,48.1
Prevalence of overweight (% of adults),Slovak Republic,1992,47.94
Prevalence of overweight (% of adults),Slovak Republic,1991,47.78
Prevalence of overweight (% of adults),Slovak Republic,1990,47.62
Prevalence of overweight (% of adults),Slovenia,2022,54.85
Prevalence of overweight (% of adults),Slovenia,2021,54.7
Prevalence of overweight (% of adults),Slovenia,2020,54.55
Prevalence of overweight (% of adults),Slovenia,2019,54.4
Prevalence of overweight (% of adults),Slovenia,2018,54.26
Prevalence of overweight (% of adults),Slovenia,2017,54.14
Prevalence of overweight (% of adults),Slovenia,2016,54.02
Prevalence of overweight (% of adults),Slovenia,2015,53.92
Prevalence of overweight (% of adults),Slovenia,2014,53.85
Prevalence of overweight (% of adults),Slovenia,2013,53.81
Prevalence of overweight (% of adults),Slovenia,2012,53.77
Prevalence of overweight (% of adults),Slovenia,2011,53.72
Prevalence of overweight (% of adults),Slovenia,2010,53.64
Prevalence of overweight (% of adults),Slovenia,2009,53.52
Prevalence of overweight (% of adults),Slovenia,2008,53.37
Prevalence of overweight (% of adults),Slovenia,2007,53.18
Prevalence of overweight (% of adults),Slovenia,2006,52.95
Prevalence of overweight (% of adults),Slovenia,2005,52.69
Prevalence of overweight (% of adults),Slovenia,2004,52.4
Prevalence of overweight (% of adults),Slovenia,2003,52.08
Prevalence of overweight (% of adults),Slovenia,2002,51.73
Prevalence of overweight (% of adults),Slovenia,2001,51.36
Prevalence of overweight (% of adults),Slovenia,2000,50.99
Prevalence of overweight (% of adults),Slovenia,1999,50.61
Prevalence of overweight (% of adults),Slovenia,1998,50.23
Prevalence of overweight (% of adults),Slovenia,1997,49.86
Prevalence of overweight (% of adults),Slovenia,1996,49.51
Prevalence of overweight (% of adults),Slovenia,1995,49.16
Prevalence of overweight (% of adults),Slovenia,1994,48.82
Prevalence of overweight (% of adults),Slovenia,1993,48.47
Prevalence of overweight (% of adults),Slovenia,1992,48.12
Prevalence of overweight (% of adults),Slovenia,1991,47.76
Prevalence of overweight (% of adults),Slovenia,1990,47.4
Prevalence of overweight (% of adults),Solomon Islands,2022,56.93
Prevalence of overweight (% of adults),Solomon Islands,2021,56.27
Prevalence of overweight (% of adults),Solomon Islands,2020,55.63
Prevalence of overweight (% of adults),Solomon Islands,2019,54.98
Prevalence of overweight (% of adults),Solomon Islands,2018,54.34
Prevalence of overweight (% of adults),Solomon Islands,2017,53.7
Prevalence of overweight (% of adults),Solomon Islands,2016,53.06
Prevalence of overweight (% of adults),Solomon Islands,2015,52.41
Prevalence of overweight (% of adults),Solomon Islands,2014,51.78
Prevalence of overweight (% of adults),Solomon Islands,2013,51.15
Prevalence of overweight (% of adults),Solomon Islands,2012,50.53
Prevalence of overweight (% of adults),Solomon Islands,2011,49.93
Prevalence of overweight (% of adults),Solomon Islands,2010,49.35
Prevalence of overweight (% of adults),Solomon Islands,2009,48.78
Prevalence of overweight (% of adults),Solomon Islands,2008,48.22
Prevalence of overweight (% of adults),Solomon Islands,2007,47.67
Prevalence of overweight (% of adults),Solomon Islands,2006,47.13
Prevalence of overweight (% of adults),Solomon Islands,2005,46.6
Prevalence of overweight (% of adults),Solomon Islands,2004,46.07
Prevalence of overweight (% of adults),Solomon Islands,2003,45.55
Prevalence of overweight (% of adults),Solomon Islands,2002,45.05
Prevalence of overweight (% of adults),Solomon Islands,2001,44.56
Prevalence of overweight (% of adults),Solomon Islands,2000,44.09
Prevalence of overweight (% of adults),Solomon Islands,1999,43.63
Prevalence of overweight (% of adults),Solomon Islands,1998,43.18
Prevalence of overweight (% of adults),Solomon Islands,1997,42.73
Prevalence of overweight (% of adults),Solomon Islands,1996,42.29
Prevalence of overweight (% of adults),Solomon Islands,1995,41.86
Prevalence of overweight (% of adults),Solomon Islands,1994,41.43
Prevalence of overweight (% of adults),Solomon Islands,1993,40.99
Prevalence of overweight (% of adults),Solomon Islands,1992,40.56
Prevalence of overweight (% of adults),Solomon Islands,1991,40.11
Prevalence of overweight (% of adults),Solomon Islands,1990,39.66
Prevalence of overweight (% of adults),Federal Republic of Somalia,2022,34.86
Prevalence of overweight (% of adults),Federal Republic of Somalia,2021,34
Prevalence of overweight (% of adults),Federal Republic of Somalia,2020,33.16
Prevalence of overweight (% of adults),Federal Republic of Somalia,2019,32.34
Prevalence of overweight (% of adults),Federal Republic of Somalia,2018,31.53
Prevalence of overweight (% of adults),Federal Republic of Somalia,2017,30.73
Prevalence of overweight (% of adults),Federal Republic of Somalia,2016,29.95
Prevalence of overweight (% of adults),Federal Republic of Somalia,2015,29.18
Prevalence of overweight (% of adults),Federal Republic of Somalia,2014,28.42
Prevalence of overweight (% of adults),Federal Republic of Somalia,2013,27.68
Prevalence of overweight (% of adults),Federal Republic of Somalia,2012,26.95
Prevalence of overweight (% of adults),Federal Republic of Somalia,2011,26.23
Prevalence of overweight (% of adults),Federal Republic of Somalia,2010,25.51
Prevalence of overweight (% of adults),Federal Republic of Somalia,2009,24.8
Prevalence of overweight (% of adults),Federal Republic of Somalia,2008,24.09
Prevalence of overweight (% of adults),Federal Republic of Somalia,2007,23.38
Prevalence of overweight (% of adults),Federal Republic of Somalia,2006,22.66
Prevalence of overweight (% of adults),Federal Republic of Somalia,2005,21.94
Prevalence of overweight (% of adults),Federal Republic of Somalia,2004,21.22
