"country","code","indicator","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Grenada","GRD","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greenland","GRL","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guatemala","GTM","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,64.20999908,NA,NA,NA,NA,NA,NA,NA,69.09999847,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.26000214,77.04000092,81.29000092,80.19999695,NA,NA,80.80999756,NA,NA,NA,83.02999878,83.04405905,82.11000061
"Guam","GUM","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guyana","GUY","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.63999939,NA,NA,NA,NA
"High income","HIC","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.70960999,NA,NA,NA,NA
"Hong Kong SAR, China","HKG","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honduras","HND","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,80.01000214,NA,NA,NA,NA,NA,83.58999634,NA,NA,84.76000214,85.12000275,85.36000061,85.45999908,87.19999695,87.91000366,88.98999786,NA,87.20999908,88.51000214,NA,NA,88.27641472,87.08999634,88.25
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, adult total (% of people ages 15 and above)",46.44829941,46.84109116,47.25111008,47.54312897,47.99385071,48.63420105,49.10419846,49.91614914,50.91173172,51.7259903,52.45423126,52.98884964,53.53224182,53.78087997,52.12448883,53.51720047,53.82273102,54.03781128,55.06021118,57.28686905,58.67424011,59.74034119,60.26697922,60.85208893,61.46162033,62.57925034,64.53729248,64.71131134,64.9592514,65.42218018,65.86654663,66.29688263,66.63363647
"Croatia","HRV","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,98.15000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haiti","HTI","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.74000168,NA,NA,NA,NA,NA,NA,NA,NA,74.02732069,NA,NA,NA,NA,68.01000214,NA,NA,NA,NA,NA,NA,NA
"Hungary","HUN","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IBRD only","IBD","Literacy rate, adult total (% of people ages 15 and above)",74.6343689,75.24601746,75.86527252,76.5123291,77.12290192,80.08950043,81.78067017,82.26230621,82.78653717,83.10608673,83.51212311,84.0967865,84.49652863,84.5345993,84.818573,85.70091248,86.16577148,86.61975098,87.15949249,87.44757843,87.8042984,88.04839325,88.41017151,88.69116974,88.86773682,89.05950928,89.28639984,89.34284973,89.63845825,89.85890961,90.17098236,90.43588257,90.69486237
"IDA & IBRD total","IBT","Literacy rate, adult total (% of people ages 15 and above)",70.65973663,71.25356293,71.82620239,72.40148163,72.95462799,75.46513367,77.01695251,77.49051666,77.77931976,78.14837646,78.57504272,79.16236115,79.56745148,79.57776642,79.52372742,80.21643829,80.64174652,81.03842926,81.76249695,82.16507721,82.40514374,82.77619171,83.16098785,83.63657379,84.02745819,84.2530365,84.6161499,84.65225983,84.88696289,85.09938049,85.37857056,85.60888672,85.82096863
"IDA total","IDA","Literacy rate, adult total (% of people ages 15 and above)",50.58911896,51.4650116,52.1868515,52.85918045,53.49436188,54.21192932,55.47975159,56.30218887,55.9213295,56.66044998,57.3848381,58.18455887,58.81607056,58.91352081,57.66038895,57.85441971,58.42972183,58.8841095,60.62506104,61.68759918,61.75765991,62.88037109,63.5105896,64.92337036,66.31556702,66.90975189,67.99919128,68.21135712,68.48497772,68.93624115,69.35542297,69.72704315,70.0536499
"IDA blend","IDB","Literacy rate, adult total (% of people ages 15 and above)",53.81758881,55.50138092,56.20167923,56.52333069,57.3153801,58.08850861,58.83097839,59.6169281,57.39178085,58.1937294,58.9518013,60.08338928,60.7952919,60.34812164,61.03979111,59.5759201,60.52696991,60.75920105,61.22974014,61.42074966,62.61869049,62.50836182,63.40105057,64.12650299,64.85183716,65.05888367,67.43364716,67.51589966,67.87181091,68.20619202,68.53591919,68.86318207,69.19120789
"Indonesia","IDN","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.37999725,NA,91.98000336,NA,92.19000244,92.58000183,92.31999969,92.80999756,NA,NA,95.12000275,95.22000122,95.37999725,NA,95.66000366,NA,96,NA,NA,NA,NA
"IDA only","IDX","Literacy rate, adult total (% of people ages 15 and above)",48.69519043,49.17055893,49.91707993,50.59679031,51.14810944,51.82390976,53.34238052,54.17686844,55.04824829,55.75162125,56.45650864,57.08248138,57.67206955,58.06575012,55.83211899,56.90753174,57.2826004,57.49354172,59.8737793,61.3823204,60.85393143,62.61679077,63.12210846,64.88317108,66.61038971,67.40692902,68.82772827,69.09024811,69.30441284,69.79548645,70.2420578,70.61737823,70.92362976
"Isle of Man","IMN","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"India","IND","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,61.00999832,NA,NA,NA,NA,62.75,NA,NA,NA,68.33547187,69.30000305,69.83505872,NA,NA,NA,NA,NA,73.69754303,74.90842683,75.5437727,76.07157662,76.31999969,81.69999695,NA
"Not classified","INX","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ireland","IRL","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iran, Islamic Rep.","IRN","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,73.05999756,NA,NA,NA,NA,NA,77,NA,NA,82.44000244,82.33000183,NA,82.95999908,83.22148229,83.66434919,83.51999664,83.62999725,84.62999725,84.70999908,85.28324947,85.54000092,85.94672596,86.86874687,87.37870319,87.90278742,88.45548802,88.59399949,88.92333398,NA
"Iraq","IRQ","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,74.05000305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.19999695,NA,82.19999695,NA,83.30000305,85.59999847,NA,NA,NA,84.05886358,NA,NA,NA
"Iceland","ISL","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Israel","ISR","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Italy","ITA","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,98.41999817,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.84999847,NA,NA,NA,NA,NA,NA,NA,99.34999847,NA,NA,NA,NA,NA
"Jamaica","JAM","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,79.91999817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan","JOR","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.88999939,NA,91.12999725,NA,92.19999695,NA,NA,92.55000305,95.90000153,97.88999939,NA,NA,NA,NA,NA,95.43000031,NA,NA,NA,NA,94.84999847,NA
"Japan","JPN","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kazakhstan","KAZ","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,99.51000214,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.73000336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenya","KEN","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,82.23000336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kyrgyz Republic","KGZ","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,98.69999695,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.23999786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodia","KHM","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,67.33999634,NA,NA,NA,NA,NA,73.61000061,NA,NA,NA,76.87000275,76.13999939,NA,NA,NA,79.65000153,78.05999756,80.52999878,NA,NA,NA,87.66000366,82.5991676,71.93000031,NA,NA,NA
"Kiribati","KIR","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.95999908,NA,98.63229661,NA,NA,NA,NA
"St. Kitts and Nevis","KNA","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.","KOR","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.97000122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kuwait","KWT","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,78.40000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.26999664,93.27999878,93.66000366,93.90000153,NA,94.47000122,NA,95.51000214,95.58999634,NA,95.69000244,NA,96.04000092,96.05999756,NA,96.45999908,NA,NA,NA,NA
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, adult total (% of people ages 15 and above)",84.62995148,85.33112335,86.01869202,86.6966095,87.1025238,87.38796997,87.74733734,88.09494781,88.40643311,88.59747314,88.89263153,89.65525055,89.9473114,89.90686035,90.06333923,90.88918304,91.20858765,91.41120911,91.35964966,92.18966675,92.51677704,92.50582886,92.97559357,93.10861206,93.56481934,93.60745239,93.80787659,93.99285889,94.05137634,94.24067688,94.43493652,94.58347321,94.71411896
"Lao PDR","LAO","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,60.25,NA,NA,NA,NA,69.58000183,68.73000336,NA,NA,NA,72.69999695,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.66000366,NA,73.72000122,NA,NA,NA,NA,NA,75.63999939,NA
"Lebanon","LBN","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.61000061,NA,91.18000031,NA,NA,NA,NA,NA,NA,NA,NA,92.66999817,92.01448001,NA,NA,NA,NA,NA
"Liberia","LBR","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.40357655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Libya","LBY","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Lucia","LCA","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latin America & Caribbean","LCN","Literacy rate, adult total (% of people ages 15 and above)",85.31826019,85.97786713,86.6240387,87.26022339,87.64859772,87.93063354,88.29342651,88.62124634,88.92156219,89.11239624,89.39666748,90.09610748,90.37744904,90.35967255,90.57125092,91.40738678,91.71063232,91.89761353,91.81594086,92.52429962,92.8322525,92.81323242,93.30796814,93.45050049,93.89108276,93.91812897,94.10302734,94.27082825,94.32582092,94.50193787,94.68409729,94.82549286,94.95111084
"Least developed countries: UN classification","LDC","Literacy rate, adult total (% of people ages 15 and above)",45.48490906,45.96364975,46.75989914,47.70959854,48.25215149,48.93344116,50.58547974,51.46541977,52.08351135,52.80838013,53.54515076,54.20647812,54.83687973,55.23506927,52.68745041,53.65513992,53.98141861,54.60694122,57.08432007,58.77299118,58.18199158,60.20775986,60.80072021,62.73128891,64.60360718,65.49446869,65.95467377,66.22218323,66.4538269,67.02951813,67.55068207,67.97371674,68.32312012
"Low income","LIC","Literacy rate, adult total (% of people ages 15 and above)",47.81761932,48.08485031,48.33974838,48.82239914,49.15703964,49.77299881,50.444561,51.00802994,51.43112946,52.07423019,52.71802902,53.14144135,53.60847855,54.01974106,52.17496109,53.39131927,54.24755096,54.77159882,55.26887894,57.49095154,57.97935867,58.90143967,59.03393936,59.70286942,60.36481857,61.41650009,61.72092056,61.74449921,61.88235855,62.33375168,62.77030945,63.20888138,63.56930161
"Liechtenstein","LIE","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sri Lanka","LKA","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,90.68000031,NA,NA,NA,NA,90.80999756,NA,90.55999756,NA,91.18000031,NA,NA,NA,92.54639478,92.56613214,92.38999939,91.90000153,91.70999908,92.25,92.37999725,92.43000031,92.48999786,92.66000366,NA
"Lower middle income","LMC","Literacy rate, adult total (% of people ages 15 and above)",54.09815979,55.00283813,55.8652916,56.68870163,57.52173996,58.3533287,61.84518051,62.63806152,62.87221146,63.61077118,64.3497467,65.40087891,66.10842896,65.90290833,65.8551178,66.37418365,67.02906036,67.71453094,69.59059906,70.29173279,70.72177887,71.59829712,72.22669983,73.31275177,74.07228088,74.6064682,75.44101715,75.40895844,76.03858948,76.64582062,77.26148224,77.77929688,78.27902985
"Low & middle income","LMY","Literacy rate, adult total (% of people ages 15 and above)",70.20287323,70.81089783,71.39691925,71.98568726,72.55122375,75.10862732,76.68768311,77.17489624,77.47052765,77.84716797,78.28527832,78.88491058,79.29815674,79.31014252,79.25076294,79.94795227,80.38214874,80.78318024,81.52628326,81.94248962,82.18762207,82.56783295,82.95294189,83.43531799,83.83110046,84.06365204,84.43427277,84.47470856,84.71539307,84.93486786,85.21977997,85.4538269,85.66941833
"Lesotho","LSO","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,86.25,NA,NA,NA,NA,NA,66.09999847,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.26999664,NA,86.23999786,92.4974362,NA,NA,NA,NA,90.44999695
"Late-demographic dividend","LTE","Literacy rate, adult total (% of people ages 15 and above)",83.87809753,84.33500671,84.78325653,85.23478699,85.64794922,90.30294037,90.64514923,90.92852783,91.19696045,91.5107193,91.80938721,92.20445251,92.47164154,92.74765015,93.03517151,94.03952026,94.25827026,94.52729034,94.66471863,95.05036926,95.24017334,95.32038879,95.40606689,95.56787109,95.79045105,95.95368958,96.10099792,96.23075104,96.35845947,96.48459625,96.61174774,96.73008728,96.85266113
"Lithuania","LTU","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,99.65000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.81999969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg","LUX","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latvia","LVA","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,99.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.90000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macao SAR, China","MAC","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,91.30000305,NA,NA,NA,NA,93.5,NA,NA,NA,NA,95.63999939,NA,NA,NA,NA,96.54000092,NA,NA,NA,NA,NA,NA,NA,NA
"St. Martin (French part)","MAF","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morocco","MAR","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,41.59000015,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.31000137,NA,NA,NA,55.15000153,56.08000183,NA,67.08000183,69.16000366,NA,64.26000214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monaco","MCO","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moldova","MDA","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,96.65000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.36000061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","MDG","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,70.69000244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.56999969,NA,NA,NA,NA,NA,76.68000031,NA,NA,74.69000244,NA,NA,NA
"Maldives","MDV","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,96.33000183,NA,NA,NA,NA,96.33000183,NA,NA,NA,NA,NA,98.40000153,NA,NA,NA,NA,NA,NA,NA,98.61000061,NA,97.73000336,94.51000214,NA,98.20999908,NA,NA,NA,NA,NA
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Literacy rate, adult total (% of people ages 15 and above)",53.06661987,54.43156815,55.11798859,56.21815109,57.12797165,58.03104019,59.00312042,59.93693924,60.82902908,61.88441849,62.85728836,65.1333313,65.97110748,66.69262695,66.26946259,67.05426788,68.58789063,69.5725174,70.04216766,70.20955658,71.26318359,71.54608154,71.92707825,72.74830627,72.35362244,72.71936035,72.66477203,72.90309906,73.4514389,73.92479706,74.5160675,75.06803894,75.58869171
"Mexico","MEX","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,90.54000092,NA,90.26999664,NA,90.94999695,91.62999725,91.73000336,92.80000305,92.93000031,93.44000244,93.06999969,93.51999664,94.23000336,93.95999908,94.55999756,94.47000122,94.86000061,94.97000122,95.37999725,95.38894032,95.25,95.68909813,95.8486604,95.83469017,95.76547168
"Marshall Islands","MHL","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.26999664,NA,NA,NA,NA,NA,NA,NA,98.18000031,NA,95.83425496,NA,NA,NA
"Middle income","MIC","Literacy rate, adult total (% of people ages 15 and above)",71.52095795,72.17482758,72.80290985,73.4360199,74.03662872,76.73143768,78.38613129,78.89489746,79.20767975,79.57293701,80.01439667,80.64788818,81.07843781,81.0834198,81.17368317,81.86553955,82.30013275,82.72193909,83.51486969,83.81887817,84.07702637,84.45263672,84.86701965,85.35970306,85.76139832,85.96204376,86.37348938,86.45652771,86.746521,86.9866333,87.29567719,87.5513916,87.79734039
"North Macedonia","MKD","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,94.05999756,NA,NA,NA,NA,NA,NA,NA,96.12999725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","MLI","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,19.04000092,NA,NA,NA,NA,24,NA,NA,26.18000031,NA,NA,NA,31.10000038,30.62000084,NA,NA,NA,33.06999969,NA,NA,35.47000122,NA,NA,NA,NA,NA,NA
"Malta","MLT","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,87.87000275,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.36000061,NA,NA,NA,NA,NA,93.30999756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar","MMR","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,89.94000244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.36000061,NA,84.77999878,NA,95.82323938,89.06999969,93.54712933,NA,NA,NA,NA
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montenegro","MNE","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.76999664,NA,NA,NA,NA,NA,NA,NA,98.44000244,NA,NA,NA,NA,NA,NA,98.52999878,NA,NA,NA,NA,NA,NA
"Mongolia","MNG","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,97.76999664,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.26000214,NA,NA,NA,NA,NA,NA,NA,96.90000153,98.45999908,99.18000031,99.27275887,98.73000336,98.63999939,NA
"Northern Mariana Islands","MNP","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mozambique","MOZ","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,38.70999908,NA,NA,NA,NA,NA,48.15999985,NA,NA,NA,NA,NA,50.58000183,NA,NA,NA,NA,NA,56.04000092,NA,60.65999985,NA,NA,59.77999878,NA,61.67782052,NA,NA
"Mauritania","MRT","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,51.20999908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.06999969,NA,65.11000061,NA,NA,NA,NA,59.52999878,NA,NA,NA,NA
"Mauritius","MUS","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,84.30000305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.25,91.76999664,91.48999786,92.47000122,92.70999908,93.16000366,NA,NA,NA,NA,93.03047191,NA,94.32652156,NA
"Malawi","MWI","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,64.12999725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.84875242,76.72000122,NA,70.15000153,NA,NA,NA,NA
"Malaysia","MYS","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,88.69000244,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.12000275,NA,NA,NA,NA,NA,94.87999725,95.08000183,94.84999847,94.97000122,NA,NA,95.76999664,NA,NA
"North America","NAC","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.62116241,98.63292694,98.64395142,98.65870667,98.66841125,98.68849945,NA,NA,NA,NA,NA,NA,NA,NA,98.75241089,98.75907898,98.76483917,98.77036285,98.78943634,98.78914642,NA,NA
"Namibia","NAM","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,84.94000244,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.26999664,NA,NA,NA,NA,88.20185917,NA,88.32950503,NA,NA,NA,NA,87.63999939,NA
"New Caledonia","NCL","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,96.13999939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger","NER","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.38000011,NA,NA,NA,28.67000008,NA,NA,NA,NA,NA,NA,30.55999947,NA,28.97002931,NA,NA,NA,33.04999924,NA,NA,NA,35.61000061,NA,NA
"Nigeria","NGA","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.77000046,NA,NA,70.19999695,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.22000122,NA,NA,NA,NA,63.15999985,NA,NA,70.41000366
"Nicaragua","NIC","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,76.68000031,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,85.60943389,NA,87.34508823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
